Date,Time,User_Id,Transaction_Amount,Transaction_Type,Account_Balance,Market_Volatility_Index,Interest_Rate,Inflation_Rate,Stock_Index_Change,Investment_Duration_Days,Credit_Score,Device_Cpu_Usage,Device_Memory_Usage,Risk_Level
2023-11-26,6:37:00,U9705,8868.36,INVESTMENT,23662.51,33.17,0.74,5.6,0.62,132,520,74,35.6,2
2023-07-22,18:09:00,U7211,2025.61,INVESTMENT,12280.57,12.36,2.01,4.9,1.62,232,363,21.7,15.4,1
2023-08-03,17:31:00,U9670,841.72,DEPOSIT,2292.62,22.43,3.64,2.23,-3.13,80,312,33.9,81.9,2
2023-03-05,9:37:00,U1699,1211.79,INVESTMENT,2643.45,20.07,1.43,4.79,-0.18,253,581,24.2,52.2,1
2023-05-29,8:09:00,U7527 ,,TRANSFER,16287.31,11.67,2.44,4.43,-0.99,33,515,43.6,28.8,1
2023-06-14,10:32:00,U6861,1675.89,WITHDRAWAL,10514.41,15.33,1.47,4.59,-1.09,233,617,57.1,84.6,1
2023-08-21,20:49:00,U2124,1028.51,INVESTMENT,3439.71,26.76,3.22,4.36,-1.48,19,835,29.3,51,1
2023-11-01,23:12:00,U5056,675.41,DEPOSIT,2653.72,38.88,1.34,4.78,0.27,56,625,64.1,51.8,0
2023-03-16,4:36:00,U3998,567.47,DEPOSIT,5198.71,37.48,2.65,3.08,-0.13,41,723,52.3,20,0
2023-05-04,10:51:00,U8639,877.38,INVESTMENT,13789.4,16.23,0.96,2.93,0.46,143,473,10.9,68.6,1
2023-11-22,4:19:00,U6764,3015.84,INVESTMENT,10074.39,37.51,2.3,4.94,0.81,128,626,49.4,81.7,0
2023-04-14,22:53:00,U1975,947,DEPOSIT,11118,12.4,2.85,2.63,1.15,27,511,76.5,41.1,1
2023-02-27,2:50:00,U2294,373.77,WITHDRAWAL,8618.8,14.35,4.28,1.9,-0.58,250,634,64,29.4,0
2023-09-11,0:10:00,U1667,184.61,WITHDRAWAL,14248.27,26.01,0.81,4.93,0.99,223,401,19.1,82.7,1
2023-11-27,7:41:00,U1697,1785.77,DEPOSIT,12599.12,38.98,4.07,1.35,-0.55,136,543,48.2,82.6,1
2023-01-02,8:27:00,U9185,781.76,WITHDRAWAL,1792.38,26.87,2.59,3.63,0.36,239,634,32,56.1,0
2023-08-03,0:29:00,U4391,1187.37,WITHDRAWAL,12089.28,23.53,1.4,2.99,-0.51,353,405,38.1,65.9,1
2023-02-11,11:25:00,U3295,426.84,DEPOSIT,9069.81,30.48,1.93,1.4,-0.64,275,665,82.4,68.4,0
2023-12-31,4:38:00,U6590,686.36,TRANSFER,9643.86,34.67,1.74,4.76,2.37,217,379,14.1,94.2,1
2023-10-14,1:31:00,U1392,1333.26,WITHDRAWAL,5227.75,32.29,3.55,5.59,-1.01,233,673,43.8,84.1,1
2023-05-16,12:56:00,U1601,50.37,DEPOSIT,4585.25,21.97,1.93,3.38,-1.06,263,303,86.6,82.5,2
2023-08-15,1:34:00,U8910,1210.95,WITHDRAWAL,1967.8,33.6,3.61,2.28,-0.41,11,542,31.3,34.7,1
2023-04-05,20:17:00,U4066,4103.36,INVESTMENT,18015.53,11.98,3.37,2.05,-1.53,57,625,61.5,35.4,1
2023-02-25,1:18:00,U9425,298.54,DEPOSIT,2097.25,10.36,3.97,3.81,-0.19,144,668,44.8,86.7,0
2023-04-30,22:36:00,U5538,6230.76,INVESTMENT,14258.62,27.82,1.77,1.69,1.55,32,315,74.1,34.2,2
2023-10-17,6:13:00,U3468,6081.66,INVESTMENT,12964.27,28.72,4.06,5.02,1.05,7,827,66.6,18.5,1
2023-01-22,11:33:00,U9843,146.52,TRANSFER,10317.08,19.59,2.8,4.69,2.2,133,386,74.6,50.9,1
2023-08-01,15:12:00,U5519,508.24,DEPOSIT,11992.69,32,4.48,5.45,0.34,39,815,40.3,34.4,0
2023-07-12,5:28:00,U4743,7712.74,INVESTMENT,16544.18,29.64,4.38,1.06,-0.25,176,819,88.1,76,1
2023-08-06,0:12:00,U4953,1112.45,WITHDRAWAL,15320.34,39.78,3.53,2.51,-1.28,261,732,12.4,66.1,1
2023-12-31,16:21:00,U5252,359.42,WITHDRAWAL,14280.37,35.89,1.55,4.41,1.08,120,450,11.1,52.8,1
2023-10-20,8:52:00,U6933,5989.04,INVESTMENT,13424.15,38.74,2.33,2.07,-0.19,265,381,36.2,78,2
2023-04-13,15:41:00,U8050,438.53,TRANSFER,10603.15,20.23,1.91,2.21,-1.25,12,810,25,28.5,1
2023-03-06,23:53:00,U3958,1208.58,WITHDRAWAL,13070.55,18.61,3.37,1.05,2.49,361,734,12.4,87.5,0
2023-02-13,18:27:00,U7306,395.79,DEPOSIT,5076.08,11.02,2.11,5.51,-2.25,80,512,49,21.9,2
2023-05-05,4:53:00,U5331,1699.02,TRANSFER,10702.68,39.64,4.21,1.62,1.12,138,484,81.5,26.2,1
2023-11-10,14:38:00,U5015,1158.51,DEPOSIT,14387.3,22.14,4.78,3.51,-0.46,303,469,31.6,84.4,1
2023-12-19,3:22:00,U1951,1106.21,WITHDRAWAL,7952.08,21.94,2.88,3.53,1.22,317,364,64.4,70.6,1
2023-03-09,5:55:00,U8539,1208.4,TRANSFER,12577.59,11.52,3.73,3.64,-0.18,44,758,10.9,69.1,0
2023-06-28,6:52:00,U1939,945.7,WITHDRAWAL,6826.74,34.5,1.32,2.98,-1.43,247,656,16.2,33.9,1
2023-03-26,6:32:00,U9641,330.44,WITHDRAWAL,5492.67,31.16,3.99,2.09,-0.96,283,551,18,86.2,1
2023-04-18,23:54:00,U3241,1660.78,TRANSFER,13185.54,21.29,4.51,2.41,1.2,76,810,87.3,78.9,0
2023-12-16,2:44:00,U7355,1201.34,DEPOSIT,3082.45,20.17,3.03,2.62,-0.56,280,580,27.3,87.9,1
2023-03-02,12:25:00,U8500,273.85,TRANSFER,7626.2,28.22,2.6,2.62,-1.45,202,559,55.8,46.1,2
2023-06-22,1:47:00,U3819,6804.13,INVESTMENT,8465.43,30.47,4.58,1.6,-1.13,278,471,35,26.9,2
2023-03-28,19:10:00,U4473,1420.15,WITHDRAWAL,1979.69,32.5,1.4,1.75,2.51,159,612,38.6,35.3,0
2023-05-01,16:27:00,U8370,627.96,WITHDRAWAL,13097.11,34.44,4.66,3.64,-0.17,138,344,53.8,72,1
2023-03-08,14:36:00,U8115,859.19,WITHDRAWAL,5520.5,17.48,0.95,1.21,-1.99,17,506,39.1,43.1,2
2023-03-01,5:05:00,U8685,927.73,DEPOSIT,8806.57,20.9,1.89,4.04,-0.67,349,768,46.8,29.3,0
2023-08-08,23:42:00,U4140,869.23,DEPOSIT,9796.85,22.54,4.32,2.04,1.23,229,808,17.2,46.5,0
2023-05-10,12:37:00,U7672,1387.06,INVESTMENT,11038.26,38,1.35,4.2,-0.1,242,751,69.2,77.3,0
2023-06-25,5:10:00,U5660,1623.18,TRANSFER,9504.87,30.34,1.14,1,0.84,195,547,24.1,34.5,1
2023-11-01,2:48:00,U3611,254.12,WITHDRAWAL,12576.76,35.07,4.27,4.08,0.73,65,808,55,40.6,0
2023-05-25,6:03:00,U6548,6663.69,INVESTMENT,8731.94,10.16,0.82,4.49,-0.64,61,555,19.3,51.9,1
2023-04-20,14:50:00,U3101,4685.3,INVESTMENT,8691.95,24.48,4.02,1.51,2.36,112,448,31.9,72.5,1
2023-08-24,16:17:00,U6942,1626.37,WITHDRAWAL,14312.17,17.22,4.8,3.94,0.25,305,675,87.4,45.3,0
2023-02-16,2:46:00,U8923,1962.01,WITHDRAWAL,7564.34,28.66,4.84,1.16,0.69,64,388,50.9,66.9,1
2023-12-03,11:44:00,U3377,732.39,WITHDRAWAL,1607.88,19.82,2.94,3.93,0.03,59,756,35.9,56.3,0
2023-07-11,8:38:00,U3180,"$1,196.78 ",WITHDRAWAL,15944.17,30.28,4.51,1.05,0.46,219,355,70.4,17.8,1
2023-11-12,21:08:00,U3585,516.33,TRANSFER,1642.3,39.95,3.37,4.42,-1.1,41,778,47.7,68.3,1
2023-05-08,20:33:00,U2815,492.05,TRANSFER,11239.47,29.06,1.16,3.16,-1.47,251,788,80,29.6,1
2023-08-16,9:11:00,U5270,1230.55,TRANSFER,11331.17,39.83,0.89,4.98,-2.89,126,786,81.2,73.5,1
2023-07-16,0:59:00,U4925,2066.43,INVESTMENT,9833.29,29.37,0.88,3.13,-1.74,350,642,87.2,70.5,1
2023-02-10,10:12:00,U4988,713.74,TRANSFER,1312.29,37.93,3.79,1.39,0.03,314,350,65.2,26.1,1
2023-06-14,7:55:00,U4668,6834.12,INVESTMENT,11327.85,39.06,2.12,4.87,0.66,236,663,63.9,27.3,1
2023-03-12,10:59:00,U6952,1577.27,WITHDRAWAL,9242.56,37.07,4.72,1.09,1.28,198,752,85.7,29.5,0
2023-05-12,4:27:00,U6013,1376.93,WITHDRAWAL,2897.27,18.16,2.74,2.03,-1.53,33,737,88.6,90.9,1
2023-06-12,12:46:00,U7793,1179.01,TRANSFER,7473.19,31.2,3.97,4.05,0.46,273,645,23.7,52.2,0
2023-02-01,21:51:00,U3218,669.5,TRANSFER,12541.56,23.44,1.89,3.27,-0.75,260,454,50.6,77,1
2023-06-09,20:15:00,U3696,,WITHDRAWAL,16558.81,14.45,3.59,1.63,-0.08,290,676,26.1,39.2,0
2023-05-06,0:47:00,U6471,9366.55,INVESTMENT,13383.44,32.29,3.01,5.59,-0.83,344,302,24.1,19.5,2
2023-03-14,7:09:00,U9155,423.98,TRANSFER,7654.94,27.01,1.85,5.66,-0.97,72,422,86,52,1
2023-05-16,18:04:00,U1920,1396.29,WITHDRAWAL,8731.1,21.29,4.55,1.25,-0.07,211,523,52.9,81.7,1
2023-07-29,1:51:00,U9884,1839.21,WITHDRAWAL,2933.01,32.33,0.82,1.21,-3.04,317,825,60.1,86,1
2023-11-01,2:45:00, U3122 ,1068.95,TRANSFER,5544.33,18.34,2.04,4.49,0.79,322,431,47.5,16.4,1
2023-05-17,13:34:00,U7843,441.09,WITHDRAWAL,3476.91,12.83,1.28,4.14,0.85,19,799,46.9,28.8,0
2023-11-24,1:24:00,U1949,958.08,WITHDRAWAL,6962.27,23.03,1.76,4.1,0.17,94,808,77.2,87.4,0
2023-06-21,11:54:00,U4847,5116.99,INVESTMENT,13758.42,19.64,2.1,4.63,0.92,320,660,41.2,23.7,0
2023-01-09,7:38:00,U1459,1457.76,DEPOSIT,2863.72,22.03,4.09,4.43,1.51,83,699,45.3,71.5,0
2023-10-08,18:28:00,U4685,1612.63,WITHDRAWAL,4861.18,16.01,1.68,4.82,0.99,157,698,35.6,26.4,0
2023-10-26,8:30:00,U3243,1415.49,TRANSFER,5888.33,32.17,4.87,5.76,-2.88,254,676,40.2,34.1,1
2023-02-15,8:39:00,U1607,2020.97,INVESTMENT,3336.55,23.48,4.78,3.19,0.72,88,791,74.8,43.5,0
2023-07-23,9:01:00,U6611,1404.57,TRANSFER,12550.87,23.85,0.72,2.14,-1.32,111,320,88.4,91.4,2
2023-09-01,18:40:00,U9233,5727.33,INVESTMENT,17078.56,38.04,1.41,4.49,2.49,237,633,40.4,75.5,1
2023-03-10,18:26:00,U2887,1395.5,WITHDRAWAL,14364.64,17.11,4.28,1.92,-1.63,249,806,13.1,19.1,1
2023-07-13,21:05:00,U9876,860.93,WITHDRAWAL,9528.14,21.48,2.05,4.4,0.26,246,817,54.7,50.8,0
2023-12-11,16:30:00,U2616,6962.36,INVESTMENT,19433.61,18.24,1.19,5.41,1.32,316,826,60.7,71.3,0
2023-04-20,13:16:00,U1592,327.23,WITHDRAWAL,4635.94,26.88,3.72,1.72,0.39,125,557,66.5,39.8,1
2023-12-21,16:19:00,U1703,1516.65,DEPOSIT,12458.12,29.66,2.51,4.59,-1.77,302,800,15.3,47.2,1
2023-09-04,4:37:00,U6564,365.16,WITHDRAWAL,4674.61,22.58,4.53,3.34,0.37,86,827,64.5,58.3,0
2023-08-08,4:20:00,U9280,716.48,WITHDRAWAL,2602.09,33.84,3.83,2.16,-1.84,11,463,80.8,87.3,2
2023-02-25,16:27:00,U2727,5967.91,INVESTMENT,19775.61,24.81,3.8,5.68,0.34,131,456,58.9,45.8,1
2023-03-07,14:22:00,U4948,1343.56,TRANSFER,9893.38,29.2,3.91,4.28,1.3,28,709,30.9,50.9,0
2023-11-08,11:03:00,U7326,3517.33,INVESTMENT,7577.81,31.26,2.46,1.96,-0.39,21,799,43.2,60.7,0
2023-06-12,15:16:00,U4916,1455.28,TRANSFER,5562.84,33.84,0.81,5.77,-0.8,187,688,50,19.2,0
2023-12-17,2:35:00,U4166,1215.79,TRANSFER,15417.81,35.98,4.19,2.18,-0.96,127,651,21.2,43.9,0
2023-10-13,9:58:00,U6095,2701.36,INVESTMENT,5706.33,11.04,1.3,3.41,0.75,172,559,42.1,49.4,1
2023-08-19,17:15:00,U8692,1812.33,TRANSFER,4157.09,27.58,3.42,4.02,0.15,30,555,41.6,15.6,1
2023-09-20,21:36:00,U7643,8976.59,INVESTMENT,22955.54,16.73,3.04,1.06,1.53,209,822,28.5,49.4,0
2023-04-24,8:13:00,U5334,9793.94,INVESTMENT,11199.38,23.94,1.23,4.37,-2.03,10,794,68,51.9,1
2023-11-30,12:26:00,U2723,1006.99,DEPOSIT,8865.87,19.37,1.33,4.62,-0.6,109,618,45.6,29.7,0
2023-12-07,15:14:00,U6894,1753.01,DEPOSIT,7224.17,19.16,2.1,3.87,1.02,324,559,86.3,34.6,1
2023-10-10,19:00:00,U6773,1992.71,DEPOSIT,5035.06,31.24,3.6,2.81,-1.02,149,347,68,81.5,2
2023-12-13,21:05:00,U7104,1706.59,WITHDRAWAL,16256.62,38.86,2.55,3.88,0.92,156,345,69.4,68.2,1
2023-06-29,17:12:00,U4464,256.1,WITHDRAWAL,3287.65,11.01,2.31,3.84,1.35,363,792,16.2,16.5,0
2023-10-20,10:56:00,U4016,292.55,TRANSFER,12110.85,23.4,3.84,5.61,-0.44,169,702,32.7,32.9,0
2023-05-19,5:47:00,U9554,9921.37,INVESTMENT,15395.62,13.79,2.48,4.19,2.09,349,473,69.6,38.4,1
2023-05-07,11:21:00,U7440,7151.08,INVESTMENT,18732.73,38.6,3.07,4.75,1.55,170,754,70.9,70.1,1
2023-08-29,22:14:00,U1964,1499.01,TRANSFER,9244.42,13.2,3.02,2.87,-1.73,344,711,59.9,16.5,1
2023-01-12,20:36:00,U9990,547.02,DEPOSIT,8194.02,30.57,1.6,3.16,0.67,60,698,14.8,21.9,0
2023-09-08,9:57:00,U3543,1796.61,DEPOSIT,14816.35,28.11,4.76,2.77,0.88,288,537,65.6,38.9,1
2023-11-03,5:36:00,U8727,1467.11,INVESTMENT,11826.7,13.87,4.9,2.43,-0.91,310,507,60.9,78.3,1
2023-01-25,11:04:00,U6630,178.33,TRANSFER,3476.6,31.44,3.66,2.52,0.04,336,529,82.2,70.2,1
2023-12-21,10:34:00,U8164,188.24,WITHDRAWAL,6708,22.98,2.26,3.01,-0.18,59,760,14.6,85,0
2023-07-20,2:33:00,U7534,1614.59,WITHDRAWAL,3840.4,29.46,2.83,5.03,-0.67,201,824,25.5,46.9,0
2023-08-27,7:45:00,U5780,509.92,TRANSFER,14403.06,15.76,2.14,3.88,-0.28,23,518,39.7,43.4,1
2023-08-06,3:56:00,U3814,1363.42,TRANSFER,11916.23,27.07,2.26,2.26,-0.06,271,834,49.6,21.4,0
2023-01-24,20:03:00,U7988,9743.8,INVESTMENT,17337.76,11.42,3.53,1.91,-0.51,281,647,84.1,21.6,0
2023-11-27,21:36:00, U3928 ,8125.48,INVESTMENT,23049.72,22.87,3.34,5.19,0.31,36,359,82.5,32.2,1
2023-05-19,17:58:00,U2169,3946.79,INVESTMENT,16886.59,35.82,1.75,5.4,1.28,165,664,67.3,22.4,0
2023-12-30,20:45:00,U1776,543.46,TRANSFER,11138.25,28.14,3.3,5.36,-0.24,92,677,84.1,86.1,0
2023-07-16,8:20:00,U9014,304.48,WITHDRAWAL,15035.47,16.16,1.64,3.86,3.24,112,584,46.1,87.1,1
2023-10-30,17:07:00,U5306,1868.82,DEPOSIT,9607.2,39.6,0.95,4.62,-1.66,285,341,43.9,54.7,2
2023-04-21,1:22:00,U3465,308.13,WITHDRAWAL,3566.43,26.86,4.86,4.47,-0.07,218,609,40.3,93.3,0
2023-03-22,14:17:00,U9165,1984.18,DEPOSIT,5474.04,20.14,4.58,2.35,-0.92,79,593,76.4,65.2,1
2023-11-04,21:18:00,U9164,599.74,TRANSFER,12962.25,29.28,4.21,3.89,0.32,139,770,60,86.3,0
2023-01-28,4:41:00,U9017,1732.8,TRANSFER,12253.84,37.35,3.63,2.74,-1.72,204,649,15.5,37.4,1
2023-01-31,21:00:00,U1463,1323.45,INVESTMENT,6208.19,15.56,1.08,4.17,1.34,247,665,55.2,70,0
2023-11-19,20:49:00,U6740,5531.92,INVESTMENT,14853,11.8,4.12,1.73,1.41,271,494,30.2,93.4,1
2023-06-10,4:34:00,U5296,105.21,TRANSFER,4944.31,38.63,2.41,1.74,0.16,30,771,77.4,49.8,0
2023-06-05,19:00:00,U7591,757.37,DEPOSIT,2359.28,30.4,4.91,4.66,0.26,267,427,67.9,31.4,1
2023-03-19,10:16:00,U3254,3400.08,INVESTMENT,11633.05,38.04,3.65,3.24,-3.35,202,389,11.5,82.1,2
2023-07-25,3:34:00,U4482,463.37,TRANSFER,13871.8,24.4,0.74,3.46,0.54,43,721,34.4,48.2,0
2023-08-29,10:45:00,U3954,5009.08,INVESTMENT,17403.09,32.1,4.93,3.93,-0.94,103,369,20.5,55.8,2
2023-08-01,18:23:00,U8457,,INVESTMENT,6334.84,10.07,3.08,2.91,0.32,50,341,50.4,72.6,1
2023-09-01,2:19:00,U5217,80.7,WITHDRAWAL,12301.89,20.31,2.17,1.68,0.38,209,479,80.1,39.5,1
2023-11-26,2:55:00,U5484,3907.1,INVESTMENT,4605.19,27.15,2.33,5.22,-0.08,104,814,56.9,36.8,0
2023-02-21,20:24:00,U8304,837.6,WITHDRAWAL,6440.58,23.63,1.01,1.11,0.05,215,830,87.4,57.1,0
2023-09-05,12:13:00,U1461,2256.39,INVESTMENT,5967.43,26.64,2.29,4.26,0.03,127,427,67.6,28.1,1
2023-07-06,2:25:00,U8711,6386.78,INVESTMENT,13510.64,16.33,1.35,1.49,1.29,145,425,40,64.1,1
2023-05-07,20:44:00,U1080,1662.29,TRANSFER,13091.23,31.81,1.33,3,-0.23,316,469,22.1,21.9,1
2023-10-16,15:33:00,U8826,5992.19,INVESTMENT,12385.08,14.04,2.44,3.27,0.04,224,302,23,20.2,1
2023-05-05,1:03:00,U7694,1621.66,WITHDRAWAL,11485.17,24.87,0.96,3.19,-0.53,337,641,64.3,91.2,0
2023-08-14,18:54:00,U4570,1178.16,INVESTMENT,3354.44,16.29,0.53,5.78,-0.3,112,818,56.2,15.5,0
2023-08-19,4:31:00,U1808,111.86,DEPOSIT,11275.69,20.3,4.6,1.88,-1.21,304,330,66.1,42.2,2
2023-11-27,23:54:00,U8170,235.35,DEPOSIT,3645.69,33.34,4.22,5.68,-0.49,55,532,14.4,48.2,1
2023-06-20,14:16:00,U5493,1589.39,TRANSFER,15838.27,38.98,1.35,2.37,-0.19,30,754,21.8,18,0
2023-11-02,19:52:00,U7732,1803.56,DEPOSIT,9351.2,24.76,4.88,2.07,1.64,307,699,69.5,49.3,0
2023-10-31,8:06:00,U4667,6239.29,INVESTMENT,13251,24.37,3.06,5.35,-1.37,360,816,67.1,67.8,1
2023-09-16,10:05:00,U1090,1361.16,TRANSFER,13633.84,24.84,4.49,3.98,-0.26,320,388,46.1,31.7,1
2023-12-22,0:39:00,U3522,6811.66,INVESTMENT,21054.7,15.09,4.21,5.13,1.28,212,331,50.3,80,1
2023-05-09,8:00:00,U9120,,INVESTMENT,13111.89,22.1,0.68,1.73,-2.18,160,440,32.6,66.5,2
2023-10-02,18:55:00,U9432,75.41,DEPOSIT,1220.79,38.04,4.91,1.42,0.65,323,718,28.9,41.8,0
2023-09-28,10:25:00,U8394,2635.65,INVESTMENT,9050.75,35.3,2.16,5.32,1,335,568,23.2,75.7,1
2023-05-09,11:15:00,U5251,4943.59,INVESTMENT,9978.34,10.24,4.2,5.36,0.76,120,648,22.3,16.4,0
2023-09-24,7:55:00,U8917,8021.7,INVESTMENT,19487.09,26.89,3.16,4.03,-0.58,232,459,46.5,85.2,2
2023-05-02,20:55:00,U5242,7376.41,INVESTMENT,9217.9,29.85,3.75,4.1,-0.22,91,815,19.3,37.6,1
2023-05-13,4:48:00,U9212,2946.04,INVESTMENT,9737.42,12.39,3.77,5.22,-0.48,27,529,80.1,41.9,1
2023-08-30,21:35:00,U7703,1811.22,WITHDRAWAL,14709.86,24.6,4.73,3.62,-0.11,305,330,57.9,38.1,1
2023-07-23,17:54:00,U2085,450.53,WITHDRAWAL,5894.27,38.76,3.77,3.84,-0.47,155,616,14.8,91.5,0
2023-12-31,9:09:00, U6474 ,1532.83,WITHDRAWAL,11593.51,23.2,4.13,4.37,2.04,105,607,59.8,45.6,0
2023-03-11,1:43:00,U9293,1838.04,DEPOSIT,8105.75,24.39,2.83,1.4,0.24,220,748,47.6,58.7,0
2023-08-21,15:40:00,U5078,120.06,TRANSFER,11267.55,20.31,2.25,1.84,0.5,191,426,59.2,65.6,1
2023-11-09,2:38:00,U8253,814.12,WITHDRAWAL,2791.55,30.32,2.12,4.27,1.22,226,578,57.5,48.3,1
2023-07-09,15:19:00,U1572,1651.79,DEPOSIT,4005.06,17.99,2.19,2.48,0.19,218,459,57.3,36.7,1
2023-04-19,14:16:00,U1399,1625.34,WITHDRAWAL,10983.5,17.38,1.19,4.82,-2.28,13,773,84.6,40.1,1
2023-04-18,22:53:00,U3210,1265.78,DEPOSIT,5593.43,10.73,3.54,2.46,0.63,20,547,31.8,76.6,1
2023-01-01,16:48:00,U4857,1119.23,TRANSFER,2521.2,33.61,4.49,3.74,0.64,147,516,12,54.7,1
2023-01-12,20:36:00,U2497,1934.17,WITHDRAWAL,"15,160.71",33.72,2.21,4.84,-4.65,288,713,18.8,71.9,1
2023-04-29,22:02:00,U7334,9586.3,INVESTMENT,16000.79,12.61,2.79,5.82,0.11,220,394,83,25.2,1
2023-06-05,21:16:00,U6314,324.87,WITHDRAWAL,3562.38,32.02,4.89,3.71,-1.1,284,650,75.1,44.6,1
2023-09-26,22:50:00,U5439,4325.34,INVESTMENT,9097.09,36.07,2.55,4.58,-0.79,152,689,19.5,76.3,0
2023-08-18,12:01:00,U1917,4468.38,INVESTMENT,7213.81,21.01,4.48,1.43,-0.3,255,565,30.5,30.6,1
2023-03-18,7:37:00,U1125,1320.84,DEPOSIT,13822.13,16.13,4.84,1.51,2.24,231,732,15.9,66,0
2023-12-03,20:22:00,U2755,82.52,WITHDRAWAL,8840.58,27.54,1.13,2.76,-1.8,220,636,39.5,57.4,1
2023-07-29,6:35:00,U5906,890.42,TRANSFER,6411.28,15.81,2.22,2.84,-0.18,114,479,35.5,21.1,1
2023-10-18,16:35:00,U9103,9654.99,INVESTMENT,19132.93,30.54,2.32,2.07,0.33,222,679,47.2,53.8,1
2023-10-07,15:56:00,U3491,4122.66,INVESTMENT,5492.78,29.46,3.68,2.11,0,249,300,14.2,69.6,1
2023-10-15,1:07:00,U7144,"4,434.51",INVESTMENT,9424.71,21.84,1.96,2.75,1,348,393,80.4,78.8,1
2023-09-06,18:00:00,U9610,1385.02,TRANSFER,11801.23,27.19,2.75,1.45,-0.47,299,386,85.5,93.2,1
2023-12-17,1:31:00,U8811,1387.53,TRANSFER,6800.32,39.55,3.8,2.93,2.04,350,692,51.7,76.2,0
2023-06-19,8:31:00,U9506,762.91,WITHDRAWAL,3268.02,27.75,3.58,1.35,-1.16,189,669,17.4,47.4,1
2023-12-23,19:36:00,U3285,1632.92,WITHDRAWAL,9604.85,28.23,4.68,5.31,-0.31,134,505,44.5,91.1,1
2023-04-23,15:19:00,U7926,601.35,TRANSFER,5606.72,19.5,4.2,2.25,0.83,168,310,16.8,95,1
2023-02-28,11:28:00,U2920,1332.24,TRANSFER,14311.92,14.82,0.82,2.16,-0.72,21,441,41,65.2,1
2023-06-02,12:59:00,U7747,810.25,DEPOSIT,7643.24,26.56,4.97,2.72,1.27,27,721,28.7,27.4,0
2023-09-07,20:12:00,U9060,3811.14,INVESTMENT,17906.92,10.56,1.59,2.88,2.05,178,765,67.8,46.7,0
2023-02-05,8:29:00,U9694,412.62,DEPOSIT,6153.87,10.57,3.56,5.04,-2.2,145,632,70.2,52.2,1
2023-07-04,22:29:00,U2688,345.59,TRANSFER,12285.03,35.86,4.11,5.28,-0.02,26,338,59.7,68.4,1
2023-05-12,8:05:00,U7937,850.47,WITHDRAWAL,9191.45,38.26,2.72,5.39,1.09,349,497,73.1,16.3,1
2023-10-03,8:41:00,U2410,1992.98,TRANSFER,15591.35,24.84,2.98,5.3,-2.37,79,520,37.6,87,2
2023-12-21,14:28:00,U9223,,DEPOSIT,14373.88,22.15,1.07,1.7,-0.86,240,502,11.6,72.8,1
2023-02-03,15:43:00,U5724,1176.76,DEPOSIT,12682.2,14.42,3.81,4.03,0.86,78,514,34.7,88.9,1
2023-08-26,11:24:00,U1683,1414.21,WITHDRAWAL,7942.94,34.79,3.65,1.14,-1.03,323,365,32.8,42.8,2
2023-09-11,23:39:00,U5846,6932.02,INVESTMENT,7662.86,32.75,4.95,3.27,2.02,193,696,63.7,68.7,1
2023-10-19,0:53:00,U9403,1048.12,INVESTMENT,13042.16,13.83,0.96,5.54,0.43,73,315,80.1,23.5,1
2023-11-09,3:45:00,U1495,1530.22,TRANSFER,4416.6,32.43,1.26,2.12,0.7,149,555,85.3,28,1
2023-04-01,6:18:00,U3840,1002.37,WITHDRAWAL,13801,24.11,1.08,2.97,1,33,578,14.9,86.4,1
2023-05-14,18:53:00,U2927,1538.98,TRANSFER,6948.84,33.74,1.83,4.95,0.36,183,341,82.1,79.5,1
2023-08-02,4:50:00,U2724,1420.74,TRANSFER,7461.67,14.98,2.92,4.26,-0.02,100,574,51.6,26.2,1
2023-03-01,10:24:00,U6301,1409.07,INVESTMENT,9585.23,37.45,2.12,5.32,0.89,93,439,62.8,83.2,1
2023-01-24,10:04:00,U1785,2986.71,INVESTMENT,6644.07,11.24,1.1,2.65,1.61,228,337,37.3,24.9,1
2023-02-25,8:28:00,U3077,1629.23,WITHDRAWAL,3950.17,13.79,2.23,5.29,-1.93,259,586,49.5,86.6,2
2023-08-14,22:06:00,U6872,1360.51,TRANSFER,6449.1,18.25,1.6,1.79,1.04,52,669,61.5,53.8,0
2023-02-07,19:07:00,U9181,9944.06,INVESTMENT,14345.32,12.07,2.19,3.46,1,152,373,14.6,75.3,1
2023-04-28,18:03:00,U4813,9767.48,INVESTMENT,20601.13,39.55,0.89,3.89,-1.86,20,815,26.2,37.8,2
2023-09-24,4:47:00,U8856,676.11,DEPOSIT,13621.9,35.26,2.38,2.44,-0.33,201,475,20.8,91.3,1
2023-01-18,11:14:00,U5491,1050.69,TRANSFER,12091.87,32.76,3.4,5.81,-0.81,185,305,25.2,81.2,1
2023-07-10,4:15:00,U5189,834.77,TRANSFER,7855.09,11.24,1.08,5.8,2.53,252,337,75.1,50.5,1
2023-11-22,10:14:00,U6333,936.09,DEPOSIT,3350.6,35.95,1.78,3.92,0.05,143,806,22.8,79.4,0
2023-08-20,21:52:00,U6958,6389.61,INVESTMENT,20812.77,34.99,0.95,5.87,-0.16,217,445,27.3,15.8,2
2023-03-21,19:01:00,U5450,2816.58,INVESTMENT,9205.17,31.81,4.72,5.09,-1.24,230,638,89.2,18.6,1
2023-04-07,14:58:00,U9903,1279.63,WITHDRAWAL,4054.93,38.98,1.38,5.53,1.77,226,584,37.8,80.5,1
